Date,Away Team,Home Team,Trigger,Initial Call,Final Ruling,Ruling Description,Team Challenged,Challenge Outcome,Period,Game Clock - Review is Triggered,Video Link
02/08/2025,IND,LAL,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,LAL,Successful,3,09:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400742_20250208_174154
02/08/2025,IND,LAL,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,IND,Successful,4,04:51.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400742_20250208_183309
02/08/2025,IND,LAL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,IND,Successful,4,04:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400742_20250208_183643
02/08/2025,BOS,NYK,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,BOS,Successful,1,04:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400748_20250208_205724
02/08/2025,POR,MIN,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,POR,Successful,2,02:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400747_20250208_210225
02/08/2025,GSW,CHI,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CHI,Unsuccessful,2,00:37.7,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400745_20250208_211157
02/08/2025,GSW,CHI,Challenge OOB,Home Team Ball,Stands,Home Team Ball,GSW,Unsuccessful,3,10:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400745_20250208_213338
02/08/2025,OKC,MEM,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,3,01:19.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400746_20250208_215255
02/08/2025,POR,MIN,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,MIN,Successful,4,09:35.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400747_20250208_215859
02/08/2025,POR,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,POR,Unsuccessful,4,02:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400747_20250208_221953
02/08/2025,UTA,LAC,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,UTA,Successful,1,02:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400751_20250208_225927
02/08/2025,UTA,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,LAC,Successful,3,10:48.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400751_20250208_235324
02/08/2025,NOP,SAC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,SAC,Unsuccessful,4,03:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400750_20250209_002041
02/08/2025,UTA,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,LAC,Successful,4,09:14.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400751_20250209_002822
02/09/2025,PHI,MIL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,PHI,Successful,1,07:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400754_20250209_141924
02/09/2025,CHA,DET,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,CHA,Successful,3,06:09.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400752_20250209_144507
02/09/2025,CHA,DET,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DET,Unsuccessful,3,05:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400752_20250209_144643
02/09/2025,CHA,DET,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),CHA,Successful,4,07:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400752_20250209_150925
02/09/2025,PHI,MIL,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,PHI,Unsuccessful,3,11:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400754_20250209_153039
02/09/2025,TOR,HOU,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,HOU,Successful,4,04:08.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400753_20250209_161749
02/10/2025,CHA,BKN,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,CHA,Successful,1,03:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400758_20250210_200232
02/10/2025,NOP,OKC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,OKC,Successful,2,08:45.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400761_20250210_204433
02/10/2025,NOP,OKC,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,NOP,Successful,2,05:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400761_20250210_205538
02/10/2025,ATL,ORL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,ATL,Successful,4,06:37.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400756_20250210_211025
02/10/2025,ATL,ORL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,ATL,Successful,4,01:03.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400756_20250210_212426
02/10/2025,NOP,OKC,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,3,08:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400761_20250210_212828
02/10/2025,GSW,MIL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,MIL,Unsuccessful,3,01:29.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400760_20250210_215309
02/10/2025,GSW,MIL,Challenge of Called Foul,Defensive Foul,Overturned,Defensive Foul,GSW,Successful,4,11:42.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400760_20250210_220053
02/10/2025,SAC,DAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,DAL,Successful,4,09:07.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400762_20250210_222328
02/10/2025,POR,DEN,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,DEN,Successful,3,07:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400763_20250210_223140
02/10/2025,UTA,LAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,UTA,Successful,2,06:38.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400768_20250210_232513
02/10/2025,UTA,LAL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,UTA,Unsuccessful,3,02:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400768_20250211_001633
02/10/2025,UTA,LAL,Challenge OOB,Away Team Ball,Stands,Away Team Ball,LAL,Unsuccessful,3,00:44.7,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400768_20250211_002324
02/11/2025,NYK,IND,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,IND,Successful,2,09:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400765_20250211_201131
02/11/2025,DET,CHI,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,DET,Successful,2,03:27.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400766_20250211_205824
02/11/2025,MEM,PHX,Challenge OOB,Jump Ball,Overturned,Home Team Ball,PHX,Successful,2,00:19.5,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400767_20250211_230816
02/11/2025,MEM,PHX,Challenge of Called Foul,Loose Ball Foul,Stands,Loose Ball Foul,PHX,Unsuccessful,3,04:43.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400767_20250211_234535
02/12/2025,PHI,BKN,Challenge OOB,Away Team Ball,Stands,Away Team Ball,BKN,Unsuccessful,1,06:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400772_20250212_195209
02/12/2025,ATL,NYK,Challenge OOB,Jump Ball,Overturned,Away Team Ball,ATL,Successful,2,05:47.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400773_20250212_202946
02/12/2025,IND,WAS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,IND,Unsuccessful,4,10:34.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400771_20250212_205437
02/12/2025,DET,CHI,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DET,Unsuccessful,2,06:59.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400775_20250212_205540
02/12/2025,PHX,HOU,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,PHX,Successful,1,02:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400779_20250212_210217
02/12/2025,CLE,TOR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,CLE,Successful,3,06:59.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400774_20250212_210402
02/12/2025,IND,WAS,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,WAS,Successful,4,03:30.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400771_20250212_211325
02/12/2025,LAL,UTA,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,UTA,Successful,1,02:58.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400781_20250212_212737
02/12/2025,MIL,MIN,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,MIN,Unsuccessful,3,03:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400776_20250212_213431
02/12/2025,LAL,UTA,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,LAL,Successful,2,06:56.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400781_20250212_214948
02/12/2025,ATL,NYK,Challenge of Called Foul,Loose Ball Foul,Stands,Loose Ball Foul,NYK,Unsuccessful,4,04:01.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400773_20250212_215203
02/12/2025,GSW,DAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,DAL,Successful,1,07:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400782_20250212_215320
02/12/2025,PHI,BKN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHI,Unsuccessful,4,00:17.9,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400772_20250212_215450
02/12/2025,SAC,NOP,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,NOP,Successful,4,09:16.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400777_20250212_220236
02/12/2025,MIL,MIN,Challenge OOB,Home Team Ball,Stands,Home Team Ball,MIL,Unsuccessful,4,00:59.1,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400776_20250212_221151
02/12/2025,ATL,NYK,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ATL,Unsuccessful,5,03:34.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400773_20250212_221756
02/12/2025,PHX,HOU,Challenge OOB,Home Team Ball,Stands,Home Team Ball,PHX,Unsuccessful,4,08:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400779_20250212_222442
02/12/2025,LAL,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,LAL,Unsuccessful,3,07:44.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400781_20250212_223019
02/12/2025,GSW,DAL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,GSW,Successful,2,00:20.5,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400782_20250212_223828
02/12/2025,LAL,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,UTA,Unsuccessful,4,09:57.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400781_20250212_225908
02/12/2025,POR,DEN,Challenge of Called Foul,Loose Ball Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,DEN,Successful,4,08:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400780_20250212_230524
02/12/2025,GSW,DAL,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,DAL,Successful,3,08:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400782_20250212_230818
02/12/2025,MEM,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,LAC,Successful,2,08:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400783_20250212_231630
02/12/2025,GSW,DAL,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,GSW,Unsuccessful,4,00:17.6,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400782_20250213_001007
02/12/2025,MEM,LAC,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,LAC,Successful,4,10:33.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400783_20250213_002604
02/13/2025,OKC,MIN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,OKC,Unsuccessful,1,02:41.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400787_20250213_205832
02/13/2025,OKC,MIN,Challenge of Called Foul,Offensive Foul,Overturned,Defensive Foul,MIN,Successful,1,01:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400787_20250213_210337
02/13/2025,SAC,NOP,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - No Possession (Jump Ball),SAC,Successful,3,04:35.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400785_20250213_214704
02/13/2025,MIA,DAL,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,DAL,Unsuccessful,3,07:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400786_20250213_215912
02/13/2025,LAC,UTA,Challenge OOB,Home Team Ball,Stands,Home Team Ball,LAC,Unsuccessful,2,01:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401004_20250213_220311
02/13/2025,GSW,HOU,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,HOU,Successful,4,04:23.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400784_20250213_221218
02/13/2025,SAC,NOP,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,NOP,Unsuccessful,4,06:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400785_20250213_221519
02/13/2025,LAC,UTA,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,UTA,Unsuccessful,4,11:12.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022401004_20250213_225851
02/20/2025,ORL,ATL,Challenge Goaltending/BI,Goaltending,Stands,Goaltending,ORL,Unsuccessful,2,09:17.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400790_20250220_201928
02/20/2025,CLE,BKN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,CLE,Successful,2,04:11.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400791_20250220_202804
02/20/2025,CLE,BKN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CLE,Unsuccessful,2,02:10.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400791_20250220_203646
02/20/2025,CLE,BKN,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,BKN,Unsuccessful,3,07:34.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400791_20250220_211022
02/20/2025,ORL,ATL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ATL,Unsuccessful,4,09:18.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400790_20250220_214431
02/20/2025,LAC,MIL,Challenge OOB,Home Team Ball,Stands,Home Team Ball,LAC,Unsuccessful,4,06:59.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400793_20250220_220334
02/20/2025,LAC,MIL,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,MIL,Successful,4,02:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400793_20250220_221913
02/20/2025,LAL,POR,Challenge Goaltending/BI,Goaltending,Overturned,Inadvertent Whistle - Home Team Gains Possession,POR,Successful,3,04:24.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400796_20250220_234117
02/20/2025,PHX,SAS,Challenge OOB,Away Team Ball,Stands,Away Team Ball,SAS,Unsuccessful,4,06:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400795_20250220_234239
02/20/2025,PHX,SAS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,PHX,Unsuccessful,4,05:39.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400795_20250220_234526
02/20/2025,LAL,POR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,LAL,Successful,4,01:19.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400796_20250221_002218
02/21/2025,MIL,WAS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,WAS,Unsuccessful,2,09:20.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400799_20250221_194420
02/21/2025,MIA,TOR,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,TOR,Successful,2,06:19.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400800_20250221_202540
02/21/2025,MIL,WAS,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,MIL,Unsuccessful,3,08:11.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400799_20250221_203237
02/21/2025,NOP,DAL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Retains Possession,DAL,Successful,2,09:26.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400803_20250221_211526
02/21/2025,MEM,ORL,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,MEM,Successful,4,02:05.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400798_20250221_212931
02/21/2025,NOP,DAL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,DAL,Unsuccessful,3,06:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400803_20250221_220836
02/21/2025,DET,SAS,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,DET,Successful,4,04:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400802_20250221_223924
02/21/2025,MIN,HOU,Challenge OOB,Home Team Ball,Stands,Home Team Ball,MIN,Unsuccessful,4,03:13.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400801_20250222_000021
02/21/2025,MIN,HOU,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,HOU,Successful,4,00:33.4,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400801_20250222_000635
02/22/2025,BKN,PHI,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Retains Possession,BKN,Successful,3,04:12.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400807_20250222_211527
02/22/2025,LAL,DEN,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Away Team Gains Possession,LAL,Successful,2,08:50.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400808_20250222_212235
02/22/2025,HOU,UTA,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,UTA,Unsuccessful,2,06:15.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400809_20250222_221901
02/22/2025,CHA,POR,Challenge OOB,Away Team Ball,Overturned,Inadvertent whistle - Home Team retains possession,POR,Successful,1,07:08.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400810_20250222_222441
02/22/2025,LAL,DEN,Challenge OOB,Jump Ball,Overturned,Away Team Ball,LAL,Successful,3,00:12.5,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400808_20250222_222855
02/22/2025,CHA,POR,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,CHA,Unsuccessful,4,11:29.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400810_20250222_235358
02/23/2025,NYK,BOS,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,NYK,Unsuccessful,3,00:34.1,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400811_20250223_144732
02/23/2025,DAL,GSW,Challenge OOB,Away Team Ball,Overturned,Home Team Ball,GSW,Successful,3,07:06.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400812_20250223_170543
02/23/2025,DAL,GSW,Challenge of Called Foul,Defensive Foul,Overturned,Offensive Foul,DAL,Successful,3,01:53.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400812_20250223_171754
02/23/2025,WAS,ORL,Challenge of Called Foul,Defensive Foul,Overturned,Inadvertent Whistle - Home Team Gains Possession,ORL,Successful,2,03:19.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400815_20250223_190737
02/23/2025,DET,ATL,Challenge of Called Foul,Defensive Foul,Stands,Defensive Foul,ATL,Unsuccessful,3,08:08.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400814_20250223_192918
02/23/2025,PHX,TOR,Challenge OOB,Home Team Ball,Overturned,Away Team Ball,PHX,Successful,3,01:32.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400816_20250223_194925
02/23/2025,MIA,MIL,Challenge of Called Foul,Offensive Foul,Stands,Offensive Foul,MIL,Unsuccessful,3,01:31.0,https://dmmx2.nba.com/videourlredirect?&project=/ON-AIR/0022400817_20250223_195806
